593	Price	a	It's nice. Worth the amount.
594	Product	a	Fragrance is mild and not manly.
595	Product	a	Its another gimmick to sell useless products. Don t waste ur money
596	Delivery	a	product is good but 3 star is given only for too long delivery time. it should have been delivered with in 2-3 days.
597	Product	a	nice
598	Price	a	nice packaging..got 50 rupees less from market price.... happy with the product
599	Delivery	a	this is the only oil dat our grandmother olwyz use.. so quick delivery, nd got in 170 onlyyy
600	Product	a	good
601	Delivery	a	curiour boy so lazy
602	Delivery	a	Good product and on time delivery
603	Delivery	a	fragrance are good! delivery 10 on 10
604	Product	a	good product go for it
605	Product	a	very nice product
606	Delivery	a	Delivery boy took away extra money, first time worst experience.
607	Packaging	a	Saffola gold. Bought 4 for 465
608	Price	a	Good price
609	Packaging	a	There is only half perfume only
610	Price	a	Good value for money.
611	Delivery	a	product was good but I faced soo many days to get deliver it takes 12 days to deliver my house and exceeds the maximum limit also
612	Delivery	a	suprr4 besttt moisturizing for my skin ...I lv it...nd dillverrryyy boy suprrr fsttt
613	Product	a	does not have any impact on the hair..
614	Packaging	a	Cover missing
615	Delivery	a	My all time Favorite. Thank You Amazon for the Discount and Safe shipping.
616	Delivery	a	Bought 1st time. worth my of money.
617	Price	a	Worth for the money best serum
618	Packaging	a	This product was already open, manipulated, i was cheated. Some other oil had been put in actual oil jar.
619	Product	a	Useless product ordinary face wash will work more than this
620	Price	a	Value for money as per my opinion
621	Delivery	a	The item arrived on time and the delivery guy was nice
622	Product	a	Very good product for breakfast
623	Delivery	a	Bad
624	Delivery	a	Bought 1st time. worth my of money.
625	Price	a	Value for money
626	Price	a	Costly
627	Price	a	Great taste at great price
628	Packaging	a	Leaked product
629	Delivery	a	Product is missing
630	Price	a	2 in peace
631	Packaging	a	Fragrance is very nice but received faulty product. The container has leak somewhere around its neck. Most of the liquid leaked through it.
632	Product	a	Nice product
633	Delivery	a	delivery very fast
634	Packaging	a	product are nice but received in damage condition.
635	Packaging	a	The seal of the product was broken beforehand
636	Price	a	Value for money...
637	Packaging	a	leakage product received
638	Delivery	a	Product is good selar chitar h
639	Price	a	I am very happy with this product .I got it less then the market price
640	Delivery	a	nice product it's smell is good ... thanks to Flipkart timely deliver.....
641	Product	a	Good
642	Delivery	a	Product is missing
643	Price	a	Value for money
644	Price	a	Good discount.
645	Price	a	It varies person to person. Value for money.
646	Product	a	Good
647	Product	a	good
648	Product	a	Very Good
649	Packaging	a	Nice gift pack...its more valuable for kids
650	Packaging	a	This product is showing 3 pic in the offer.i ordered for the same but I received 2 pic in the pack.need help
651	Delivery	a	Good fragrance and lowest price but delivery time is too late.
652	Product	a	good
653	Delivery	a	delayed delivery .product is ok
654	Price	a	I buy 4l oil in 320 only during offer period.Saffola is a nice brand.Quality is awesome.Delivered in time .
655	Delivery	a	good product.. excellent delivery
656	Price	a	Highly recommend
657	Delivery	a	This product has offer. We can save rs.100, but delivery charges so high. So we can buy in shop
658	Packaging	a	bottle found pressed
659	Delivery	a	nice. delivery was on time.
660	Delivery	a	Delayed delivery. But, delivery man charged extra. Won't recommend.
661	Packaging	a	The product was defected..it was leaking inside.
662	Price	a	Such a great discount i got for my favourite oil im using since childhood.
663	Price	a	the price and availability of the product attracted me the most
664	Delivery	a	Nice fragrance for both(product and delivery boy)
665	Packaging	a	The bottle has been broken..
666	Delivery	a	satisfied with product & delivery in time
667	Price	a	it's nice and worth of money
668	Product	a	good product
669	Product	a	Nice
670	Product	a	good
671	Delivery	a	amazing product in this range & delivery boy was very cooperative.
672	Delivery	a	tnx your service gud
673	Product	a	other nivea roll ons are better.
674	Product	a	Great and quality also good....
675	Product	a	just ok oil
676	Delivery	a	I order for Classic but delivered Extra light. Wrong item delivered.
677	Product	a	very good
678	Packaging	a	Price was good. Packing was old.
679	Packaging	a	My product seal was broken up inside and it was only half bottle so it's not a good buy.
680	Packaging	a	FYI
681	Packaging	a	Everything's fine, the only thing that i didn't like at all was it's packing !! Rest is fine..
682	Price	a	Real oil.. Useful.. Flavor is good.. No having Scent
683	Delivery	a	good product and fast delivery
684	Price	a	value for money
685	Price	a	My favourite deodorant
686	Delivery	a	I didn't get it where is my parachute coconut hair oil your wish master cheat me
687	Packaging	a	I am feeling very unhappy because of its show two packet of oil but I found only one packet of oil.
688	Packaging	a	Received leakage product. There is no serum in bottle. Need replacement with new one.
689	Packaging	a	There is only half perfume only
690	Packaging	a	Received one instead of two
691	Product	a	Good
692	Price	a	Value for money...
693	Product	a	Oil achha Nahi hai.
694	Price	a	Value for money
695	Delivery	a	The product was open and oil was leaking scent was not same . Delivered product was appearing fake copy of Livon. Can't change so lost money on this order.
696	Price	a	Got it for 170rs.feeling Happy
697	Price	a	flipkart is very good
698	Price	a	Very good at reasonable price
699	Price	a	Good product for scars.
700	Delivery	a	Got recently manufactured product and very fast delivery
701	Packaging	a	The bottle is in very pathetic condition. Oil splitted all over the box....... n the bottle neck was broken. M not bying anymore
702	Delivery	a	Good quality nd nice delivery
703	Price	a	save the money
704	Delivery	a	Very nice .I got it right time.
705	Product	a	Good. all 3 flavours smell good.
706	Product	a	Good
707	Delivery	a	tnx your service gud
708	Delivery	a	I didn't get it where is my parachute coconut hair oil your wish master cheat me
709	Packaging	a	cap damaged
710	Price	a	Very nice product, smells good and good effect on sun!
711	Product	a	nice product
712	Delivery	a	Nice fast delivery
713	Packaging	a	broken nob
714	Packaging	a	leakage product received
715	Product	a	Good
716	Packaging	a	good packing.3 flavour super
717	Price	a	I love living hair serum. This is my second pack. Best serum in this price.
718	Product	a	Good
719	Product	a	Too good
720	Price	a	Good for frizzy hair .
721	Packaging	a	Perfume not seal pack i think used product
722	Price	a	Low price
723	Product	a	Nice
724	Delivery	a	Delayed delivery. But, delivery man charged extra. Won't recommend.
725	Product	a	Good for any kind of skin, excellent absorbing property.
726	Product	a	worst product ever i got 9 months old puffy packet, the oats packet was fully damaged.
727	Packaging	a	I recieved the item today and just used it a while ago. When I poured it, it was entirely water. I can't even return this product. I'm very very disappointed with Amazon
728	Product	a	good
729	Packaging	a	The bottle head is not in its normal shape. The oil leaks from the bottom part of the nozzle. The cap was sticky when I opened it . There was no Instruction leaflet or a tiny page with details which usually is in commodities like these . I wonder if its real Livon that I have started using.
730	Product	a	It is very nice
731	Delivery	a	Bad
732	Price	a	using livon from long time.got nice deal
733	Price	a	great flavour, value for money
734	Packaging	a	bottle having half bottle perfume only.
735	Packaging	a	cap broken oil spilled.. another 90ml oil not given
736	Product	a	A regular scent.not great at all
737	Product	a	Does not stays long. Only gas is there
738	Product	a	Good
739	Packaging	a	Good product but damage recive
740	Product	a	nice
741	Packaging	a	Had to through away half as the nozzle wasn't working properly
742	Packaging	a	product was half empty ,, fragrance is original but got an half filled bottle
743	Packaging	a	this oil is best for light fell after apply on hair no heavy fell this is nic oil &packing is also good
744	Price	a	noy soo good
745	Product	a	Nice
746	Packaging	a	Product combination and packaging.
747	Product	a	Excellent
748	Packaging	a	Paid money for parachute anti hairfall and delivery was of parachute classic ,reverse the differencel
749	Delivery	a	oil is good, but delivery boy is very bad behavior
750	Packaging	a	Taste is refreshing but sachet quantity is not enough for a cup
751	Delivery	a	appears nice early delivery thanks
752	Packaging	a	Very decent hair gel in nice packaging. Have used it in the past as well and always value for money and effective as a hair styler.
753	Price	a	nic
754	Delivery	a	I didn't get it where is my parachute coconut hair oil your wish master cheat me
755	Price	a	Got 4 soaps. It's superb.
756	Delivery	a	Bad
757	Delivery	a	nice fragnence. speed delivery, thanks flipcart
758	Price	a	it's best for 308
759	Product	a	good product
760	Price	a	Very good product
761	Packaging	a	The product looks ok. The only problem was with packing. When I received it the cream was all over the top of the can.
762	Price	a	I got 120/-
763	Delivery	a	delayed delivery .product is ok
764	Packaging	a	Nice product by Nivea #Cloudtail packing is good...
765	Price	a	thanks amazon,i got this combo only at 569,which was best deal,very nice product.
766	Product	a	I am using this product for 3 weeks now and believe me when I say, the results are so visible. Since my white strands started showing up, I used to see my hairs daily to see how much white did they get and it gave me so much headache. but after only 3 weeks use... walla... couldnt imagine this could be so successful buy...
767	Packaging	a	I received my box of nivea face cream and its seal was broken
768	Product	a	nice and it smells good
769	Product	a	Good
770	Price	a	nice product in less price thanks flipkart
771	Packaging	a	Delivery without cap didn't find in both scent
772	Packaging	a	The buttons of those bottles are not good. One of the bottle button stopped working infact not even getting pressed. Price wise it's cheap but not worth
773	Packaging	a	I loved this product. The only thing is I recd only 14 sachets instead of 15.
774	Price	a	awesome
775	Packaging	a	quantity is low
776	Price	a	Best deodorant in this price range.
777	Delivery	a	fast delivery and good product
778	Product	a	nice
779	Price	a	The quality of the product is good. And is available at good price.
780	Delivery	a	good product with very impressive smell. 5 for very fast delivery.
781	Price	a	The product is affordable and yet works wonders on dry skin. Highly recommended.
782	Packaging	a	1 PACKET OF OIL LEAKED OFF MAKING THE PACKAGE AN OILY MESS AND A LOSS FOR ME.
783	Product	a	Nice
784	Price	a	Healthy, value for money
785	Product	a	useless product
786	Packaging	a	the serum is ok....but the cap of serum is leaked...dissatisfied after receiving the product....
787	Product	a	Awesome
788	Delivery	a	this is the only oil dat our grandmother olwyz use.. so quick delivery, nd got in 170 onlyyy
789	Product	a	It is a good product . I have had a serious hair fall, thinning of hair due to my job routine which involves extensive travelling . I thought of giving parachute anti hair fall after shower cream and it worked very well. My hair fall was reduced and also since this hair cream is non-sticky , my hair were set well for most of time in the day. Its unique Cocolipid formula with the goodness of coconut nourishes your hair from root to tip. So, when you re getting out to face the day, apply some to your hair for that confident look. Its non-sticky properties give your hair that smart and winning look. Each drop of Aftershower Classic Hair Cream contains the concentrated goodness of coconut which nourishes your hair deeply. Use it every day to keep your hair soft, smooth and healthy. Use it Everyday to Keep Your Hair Soft, Smooth & Healthy The day looks good when you do
790	Price	a	got it in discount good for removing tan
791	Delivery	a	good product.. excellent delivery
792	Product	a	just ok
793	Price	a	Wow awesome
794	Product	a	Nic all
795	Packaging	a	good product.. delivery is good.. packing is also good..nice fragrance..
796	Product	a	It is very nice
797	Delivery	a	Worthable Product and properly delivered.Hairdrier also good.
798	Price	a	It s value for money & smell is long-standing
799	Price	a	best with the discount... I love this brand for maintaining its nutrition values...better than any other brand at this price
800	Price	a	Most buy deal , highly recommended
801	Packaging	a	ya all good but spary ML too low only 10 speey you can use
802	Price	a	average
803	Delivery	a	Good delivery at right time
804	Price	a	Value For Money
805	Price	a	Real value for money. You don't get it I'm shops now. Go ahead.
806	Product	a	perfect quality
807	Product	a	Good but not lasting
808	Product	a	No effect
809	Packaging	a	It nourishes the skin very well. Must must buy. Awesome packaging.
810	Product	a	as usual great
811	Delivery	a	Good fragrance and lowest price but delivery time is too late.
812	Product	a	more than expected thanks Flipkart
813	Product	a	good
814	Product	a	Not as expected.
815	Price	a	Good deal
816	Packaging	a	The product was opened in the packing. Jars upper cover is already opened
817	Price	a	worth the money,,,,THQ flipkart
818	Product	a	Awesome prOduct from i got nivea
819	Product	a	Good as compared to other serums
820	Product	a	Good
821	Packaging	a	Got an invalid coupon in that.. This product is manufactured in the month of April that's y I m unable to get cashback by scanning it's QR CODE PACKAGING IS VERY BAD, SEAL WAS OPENED
822	Price	a	I love living hair serum. This is my second pack. Best serum in this price.
823	Delivery	a	I didn't get it where is my parachute coconut hair oil your wish master cheat me
824	Product	a	Average
825	Price	a	Appropriate product at affordable price for summers, especially to prevent dryness in AC.
826	Product	a	good
827	Product	a	Good
828	Delivery	a	fast delivery and good product
829	Packaging	a	leaked product
830	Delivery	a	nice product it's smell is good ... thanks to Flipkart timely deliver.....
831	Price	a	If u think after seeing the price dat it's not the real product of d company den u r wrong mere vai.... Amazing combo offer jst grab it
832	Product	a	The product has a lot of ayurvedic ingredients.natural ingredients and good smell is a best part of the product that's why i decided to try this product because grays which are such a common problem these days . i truly recommend this product.
833	Product	a	good
834	Price	a	not bad
835	Price	a	Value for money
836	Price	a	wealth of money and nice
837	Delivery	a	Had ordered 3-piece packs of; Parachute advanced anti-hairfall, anti-dandruff and classic. I have received two 3-piece packs of classic and one 3-piece pack of anti-dandruff. I haven't received 3-piece pack of anti-hairfall.
838	Delivery	a	Good quality nd nice delivery
839	Delivery	a	Very good and thnks to delivery in time..
840	Product	a	excellent
841	Packaging	a	Everything's fine, the only thing that i didn't like at all was it's packing !! Rest is fine..
842	Product	a	Seems like a super nice hair tonic its non greasy and i got visibly smoother hair. I totally recommend you to try it!
843	Packaging	a	I received the big bottle with seal open. Hence it had leaked. Since there was no option for replacement or return. I had to keep it
844	Delivery	a	Nice fragrance for both(product and delivery boy)
845	Price	a	veri nice.....
846	Packaging	a	It's a great solution for greying hairs. It comes with a spray which easy to apply. The pack says to apply 90 days daily and then see the result. Let's see the results in a few weeks.
847	Packaging	a	poor packing 1pic damaged
848	Product	a	good
849	Price	a	Price for this product is best...Love you Nykaa.
850	Packaging	a	bottle quality poor but product excellent
851	Delivery	a	Delivery boy took away extra money, first time worst experience.
852	Price	a	No taste, over priced.
853	Delivery	a	Nice fast delivery
854	Product	a	All time favourite
855	Delivery	a	fragrance are good! delivery 10 on 10
856	Product	a	nice smell
857	Product	a	GOOD
858	Product	a	nice
859	Product	a	It really works ! give it a shot.
860	Delivery	a	good product fast Delivery
861	Delivery	a	it's really good. working well for my hair. good delivery by flipkart
862	Price	a	Value Price this item
863	Price	a	Got it @122 rs .worth of it
864	Price	a	Must buy deos at this price and both have great fragrances
865	Packaging	a	Productvis excellent. But product is used and seal is broken.
866	Price	a	Value for money
867	Product	a	Nic product
868	Delivery	a	product is good but delivery very slow so i request to flipkar fast your delivery.
869	Product	a	Good product thanku flipkart
870	Product	a	Using it for years
871	Product	a	V.g
872	Delivery	a	Bad
873	Price	a	worth of price. I got it for Rs. 198
874	Delivery	a	delivery very fast
875	Product	a	good product
876	Product	a	super
877	Packaging	a	Sampoo was not full its half
878	Product	a	Awesome
879	Delivery	a	Bad
880	Packaging	a	damage product send
881	Product	a	awesome
882	Price	a	Value for money
883	Delivery	a	delayed delivery .product is ok
884	Price	a	worth of money
885	Delivery	a	good product. but packing and delivery are very bad
886	Delivery	a	This is what I got
887	Packaging	a	good product and good packaging delivery product
888	Price	a	Value for money
889	Packaging	a	The page shows 2 packs of coffee sachets, only one is delivered. Not accpted
890	Delivery	a	This is what I got
891	Packaging	a	the serum is ok....but the cap of serum is leaked...dissatisfied after receiving the product....
892	Delivery	a	product is good but delivery very slow so i request to flipkar fast your delivery.
893	Delivery	a	This is what I got
894	Packaging	a	knob is not working properly thus spray flow is difficult
895	Delivery	a	I haven't received it instead I received the same packet of soup flavored Italian mix vegetables
896	Product	a	nice
897	Price	a	price is high
898	Price	a	I got last month manufacture oil. Thanks seller. Rich oil with low price. Healthi oil.
899	Delivery	a	The product was open and oil was leaking scent was not same . Delivered product was appearing fake copy of Livon. Can't change so lost money on this order.
900	Price	a	Good deal
901	Packaging	a	Broken vaseline body lotion pump
902	Product	a	thanks. flipkart. nice
903	Delivery	a	Just yesterday received the product, checked the product on the next day, hair Dryer isn't working at all...upon that no return policy. Not worth of spndng amount to this offer at all... Delivers the product which can't be used....
904	Product	a	good product
905	Delivery	a	nice product with nice fragrance and delivery is so fast by Flipkart
906	Product	a	good qualty
907	Product	a	Overall good
908	Packaging	a	Product bahut Achchha hai lekin mere pass likege product aaya tha
909	Product	a	let's see
910	Product	a	its product is best for hair
911	Price	a	Good product and money savings
912	Price	a	excellent product value for money
913	Price	a	Nice product In this price Range .. . this Both Product MRP price is 135+44 = 179.. but both i have got only in 115.. thank you Flipkart
914	Product	a	was good
915	Product	a	Works wonders on marks.
916	Packaging	a	Amazing product , lovely smell , well suited my mom's hair but didn't suit my hair. Beautiful packaging
917	Price	a	this is very nice deodorant productis nice
918	Product	a	Ok
919	Packaging	a	Good product and packaging is excellent
920	Packaging	a	Not properly packed..product was leaking
921	Delivery	a	Good quality nd nice delivery
922	Delivery	a	Good quality nd nice delivery
923	Product	a	No
924	Price	a	Good and best for normal skin. Price is cheap from local market.
925	Delivery	a	Very good and thnks to delivery in time..
926	Price	a	very nice (value for money)
927	Packaging	a	A very nice product it moisturizes my body and its smell is very nice the packaging is very good
928	Delivery	a	delivery 1 day later of given time but packing is good
929	Product	a	From aroma it seems gud. Results r yet 2 b achieved by regular use. Gud nourishment 4 hair. Another reason 2 buy coconut oil is dat it has a mild aroma nd can also b applied on skin. Only con is that it will b difficult for use in winter. I'm going to pour some oil in a glass container 4 daily use. Moreover its edible means it's a gud medium 4 cooking nd baking.
930	Packaging	a	Sir one bottle is already open means sealed is already broken. So half of bottle is already waste. What can I do .
931	Product	a	Duplicate product Don't buy Bottle is half but No gas available so I can't use sprey only liquid available in bottle
932	Delivery	a	delayed delivery .product is ok
933	Product	a	Very nice hair oil
934	Delivery	a	The product was open and oil was leaking scent was not same . Delivered product was appearing fake copy of Livon. Can't change so lost money on this order.
935	Packaging	a	The bottle was Broken
936	Product	a	Good product awesome service by Flipkart
937	Product	a	Good
938	Product	a	Good
939	Delivery	a	It's good
940	Packaging	a	The page shows 2 packs of coffee sachets, only one is delivered. Not accpted
941	Delivery	a	product is good but delivery very slow so i request to flipkar fast your delivery.
942	Product	a	thanks to flipkart
943	Delivery	a	Product is good selar chitar h
944	Price	a	thank u Flipkart
945	Delivery	a	product is good but 3 star is given only for too long delivery time. it should have been delivered with in 2-3 days.
946	Price	a	Worth for money
947	Product	a	Nice Product.
948	Delivery	a	Very nice .I got it right time.
949	Product	a	Avarege
950	Price	a	worthy
951	Packaging	a	Very leakage
952	Delivery	a	it's really good. working well for my hair. good delivery by flipkart
953	Packaging	a	250 ml Free bottle was not included.
954	Price	a	great
955	Price	a	Just go for it
956	Packaging	a	Am not satisfied with this cuz u hv sent damaged product
957	Price	a	Good deal. Cheaper than anywhere else
958	Product	a	This cream is super moisturizing.
959	Product	a	Not long lasting
960	Packaging	a	This is a useful gift item but gift wrap option was not available
961	Product	a	Nice
962	Price	a	Awesome smell...good packaging...got in only Rs.156
963	Delivery	a	fast delivery and good product
964	Delivery	a	Nice fragrance for both(product and delivery boy)
965	Price	a	good price good product
966	Delivery	a	good product and fast delivery
967	Delivery	a	Product is missing
968	Product	a	Best offer
969	Price	a	nice refreshing
970	Product	a	very good
971	Packaging	a	Amazing product , lovely smell , well suited my mom's hair but didn't suit my hair. Beautiful packaging
972	Product	a	Good product. Moisturize the skin.
973	Price	a	Good combo got it in 500 only
974	Product	a	Good product
975	Price	a	Awesome product... And 250 rupees for 200 ml,,it's a amazing offer...thank you flipkart...
976	Product	a	not bed
977	Product	a	This product is good
978	Price	a	Better product in low price.
979	Price	a	Value for money
980	Delivery	a	suprr4 besttt moisturizing for my skin ...I lv it...nd dillverrryyy boy suprrr fsttt
981	Price	a	Good deal for the price, but this gel provides very less hold. I have thin hair and it always gets messed up. Bought this gel for strong hold. But not up to the mark.
982	Price	a	Soothing fragrance
983	Price	a	Price for worth
984	Product	a	Genuine product... Go for it...
985	Price	a	Gud product
986	Product	a	Fragrance is gud but not long lasting
987	Delivery	a	nice product with nice fragrance and delivery is so fast by Flipkart
988	Price	a	Nice fragrance New packing Go for it
989	Packaging	a	Good product Nice smell Value of money But flipkart Peking is not good product box is opened
990	Product	a	Better try other deodorants
991	Product	a	My hair are so much rough and frizzy. No branded hair oil work on my hair that's why i used to some home made oil of herbs.. But all this process is so much hectic . I ordered parachute oil and apply on my scalp. It works really gud. My hair are now in much better condition with little efforts.. besides this i like the packaging, with airfilled bag to avoid any leakage, by amazon. Thank uhh Amazon
992	Price	a	Good value for money
993	Packaging	a	very poor pakising
994	Product	a	good
995	Price	a	as always nice
996	Delivery	a	best taste n fastest delivery bcuz of flipkart......thank u flipkart
997	Packaging	a	Bottle is damaged.. not satisfy
998	Packaging	a	cap damaged
999	Delivery	a	good product best delivery service..... thanks flipkart
1000	Price	a	Have been using this oil for many years ... got at great discount at Amazon
1001	Price	a	reasonable price
1002	Price	a	Best in renge.value for money
1003	Packaging	a	Got a wrong product. Instead of Anti hair fall I got classic. Not able to return product also. Very disappointing.
1004	Price	a	I got very low price good deal ... thanks to Amazon
1005	Product	a	good
1006	Packaging	a	I got leaked and unsealed product
1007	Price	a	A unique product in a glass bottle of1l within affordable price but of less flavor
1008	Product	a	good
1009	Delivery	a	thanks flipkart for faster delivery
1010	Price	a	Superb product for it's price
1011	Price	a	Satisfied with price and product both
1012	Delivery	a	product was good but I faced soo many days to get deliver it takes 12 days to deliver my house and exceeds the maximum limit also
1013	Packaging	a	Nice packing keep it up Amazon with great deal
1014	Price	a	Fantastic
1015	Product	a	Good
1016	Product	a	Nice and effective
1017	Product	a	good
1018	Price	a	It was really worth to get this product at this price. So don't think too much, Just go for it.
1019	Packaging	a	Received one instead of two
1020	Delivery	a	appears nice early delivery thanks
1021	Packaging	a	old and use product
1022	Packaging	a	Why cracked packet has come
1023	Product	a	nice product
1024	Product	a	Awesome product,thanks Flipkart
1025	Price	a	Best product and price alsi
1026	Product	a	Not good
1027	Delivery	a	good product.. excellent delivery
1028	Delivery	a	gud product... gud delivery..
1029	Packaging	a	It's totally damaged.
1030	Product	a	good product
1031	Delivery	a	u will happy with this product .. pure and fast delivery..
1032	Delivery	a	chudu sarvic
1033	Price	a	Got it as prime day deal. Satisfied.
1034	Product	a	The product does not make the hair smooth or any such thing. I think its a first copy .
1035	Packaging	a	but the package was opened and the lotion was leaking from the bottle
1036	Delivery	a	this is the only oil dat our grandmother olwyz use.. so quick delivery, nd got in 170 onlyyy
1037	Price	a	Need to use the product on regular product strictly to view effective results
1038	Delivery	a	Very good and thnks to delivery in time..
1039	Delivery	a	good product with very impressive smell. 5 for very fast delivery.
1040	Product	a	very good product
1041	Packaging	a	I m very disappointed with packing because when I open it ,the jar cap was broken.please solve the problem
1042	Product	a	Excellent product availabile
1043	Price	a	Value of money. Very nice
1044	Price	a	worth of price. I got it for Rs. 198
1045	Price	a	Value for Money
1046	Price	a	Worth the money
1047	Price	a	good for summer...
1048	Packaging	a	Everything is fine and perfect. Except broken bottle head and they're not sealed.
1049	Product	a	Good
1050	Delivery	a	good product fast delivery
1051	Packaging	a	HALF SPARAY COMING AND WITHOUT LEAD OF BOTTLE.
1052	Delivery	a	It's good
1053	Price	a	Its a good product for both value of money and uses. Amazon offers is best suited to me
1054	Delivery	a	Suggested by mohini yadav And best Amazon service by delivered pakeg
1055	Product	a	fine
1056	Packaging	a	Had to through away half as the nozzle wasn't working properly
1057	Product	a	GOOD PRODUCT
1058	Delivery	a	I haven't received it instead I received the same packet of soup flavored Italian mix vegetables
1059	Delivery	a	good product and fast delivery
1060	Product	a	Not good
1061	Delivery	a	The responsibility of the delivery boy was great. Appreciation...!!! Serum smells heaven but it's intensity is high. Hope it meets the Expectation.
1062	Price	a	Nice and value for money
1063	Delivery	a	good product.. excellent delivery
1064	Price	a	NYC products
1065	Delivery	a	The responsibility of the delivery boy was great. Appreciation...!!! Serum smells heaven but it's intensity is high. Hope it meets the Expectation.
1066	Packaging	a	The half tip of the product was damaged but overall good quality it's value for money
1067	Delivery	a	Bought 1st time. worth my of money.
1068	Product	a	osm
1069	Packaging	a	Product is good but it comes with quantity of 2 which not good.
1070	Packaging	a	Fake product
1071	Delivery	a	My all time Favorite. Thank You Amazon for the Discount and Safe shipping.
1072	Delivery	a	I ordered for oily skin bt I received face wash for sensitive skin.... very disappointed....
1073	Packaging	a	big bottle was broken
1074	Price	a	I got it at reasonable price n good smell with long time
1075	Delivery	a	good product.. excellent delivery
1076	Packaging	a	Half of the bottle was empty
1077	Packaging	a	It's totally damaged.
1078	Price	a	too good
1079	Delivery	a	Value for money product with fast and on time delivery!
1080	Delivery	a	delivery very fast
1081	Price	a	super offer. great deal
1082	Price	a	worth of money
1083	Product	a	best
1084	Price	a	nice smell with nice quality with low price... highly recommended
1085	Delivery	a	Just yesterday received the product, checked the product on the next day, hair Dryer isn't working at all...upon that no return policy. Not worth of spndng amount to this offer at all... Delivers the product which can't be used....
1086	Product	a	Ok
1087	Product	a	Nice
1088	Price	a	Like this product
1089	Product	a	ok OK products
1090	Delivery	a	Value for money product with fast and on time delivery!
1091	Product	a	superb
1092	Delivery	a	The perfume has a mild and gentle smell, it doesn't give you a headache. The product was delivered very quickly. I just loved the product.
1093	Product	a	good
1094	Product	a	good hair oil
1095	Packaging	a	I got blank bottle. Totally blank no oil in it. Bottle not seal pack. It was already break. Very bad experience. Plz don't book this type of non refundable things online.
1096	Product	a	good
1097	Price	a	not bad
1098	Price	a	Value for money
1099	Price	a	best smell
1100	Price	a	cheap and best and good packing from Flipkart...im happy...tq Flipkart
1101	Product	a	Good taste
1102	Delivery	a	gud product... gud delivery..
1103	Product	a	very bad
1104	Delivery	a	Very nice .I got it right time.
1105	Price	a	Great fregranance all Avatar are awesome and long-lasting..
1106	Delivery	a	thanks flipkart for faster delivery
1107	Price	a	Nice product from parachute @ only Rs 101/-
1108	Delivery	a	delivery 1 day later of given time but packing is good
1109	Price	a	In one word excellent, in a less price.
1110	Packaging	a	product is good.....but not having a exact quantity in perfume
1111	Product	a	nice products
1112	Delivery	a	best taste n fastest delivery bcuz of flipkart......thank u flipkart
1113	Price	a	good product in very low price.
1114	Packaging	a	the serum is ok....but the cap of serum is leaked...dissatisfied after receiving the product....
1115	Packaging	a	Delivery in time. Wrapped in bubble packing with no chance of any leakage. Bought the two at 125 so worth the money spent.
1116	Packaging	a	There is no 250ml free coconut oil bottle in the pack. Please send.
1117	Product	a	Good
1118	Packaging	a	Packet had a small hole in it and when opened it had bugs in it. Really not appreciated.
1119	Packaging	a	Package open..seal open. It seems like has been used one.. quality is very less..bad experience from Amazon for me.
1120	Product	a	Not recommended at all
1121	Product	a	nice
1122	Delivery	a	Dont buy..i got only quarter tube around 25 gm approx...it was already used.....waste of money
1123	Price	a	I have received as per the my order and product was also good @179/- pack of three ...
1124	Packaging	a	Item received defective.
1125	Delivery	a	good product.. excellent delivery
1126	Delivery	a	very good product... thanks to Flipkart for a very fast delivery...
1127	Delivery	a	Worthable Product and properly delivered.Hairdrier also good.
1128	Product	a	good
1129	Packaging	a	Not good Product leaked in the box..
1130	Product	a	Good product
1131	Delivery	a	I didn't get it where is my parachute coconut hair oil your wish master cheat me
1132	Product	a	Waste of money
1133	Packaging	a	got leaked n damaged product..nvr ever buy
1134	Packaging	a	I recieved the item today and just used it a while ago. When I poured it, it was entirely water. I can't even return this product. I'm very very disappointed with Amazon
1135	Delivery	a	Had ordered 3-piece packs of; Parachute advanced anti-hairfall, anti-dandruff and classic. I have received two 3-piece packs of classic and one 3-piece pack of anti-dandruff. I haven't received 3-piece pack of anti-hairfall.
1136	Product	a	good oil
1137	Price	a	Good way of presentation and money little high. But ok
1138	Packaging	a	leakage product received
1139	Product	a	nice 0% gas
1140	Delivery	a	good product.. excellent delivery
1141	Packaging	a	Very poor quality don't buy
1142	Packaging	a	The bottle is little dusty other than that everything is fine
1143	Product	a	effective
1144	Price	a	Got the product at RS.80/-sale price
1145	Delivery	a	delivery 1 day later of given time but packing is good
1146	Delivery	a	tnx your service gud
1147	Packaging	a	This product was already open, manipulated, i was cheated. Some other oil had been put in actual oil jar.
1148	Product	a	Not good
1149	Delivery	a	Fastdilvory
1150	Product	a	Its fragrance is not for long tym
1151	Price	a	nic
1152	Product	a	Good
1153	Packaging	a	One cap missing
1154	Product	a	Nice
1155	Price	a	Not bad. Value for money.
1156	Product	a	nice product
1157	Price	a	Good deal.
1158	Delivery	a	good product.. excellent delivery
1159	Delivery	a	very good delivery.. thanks ekart..
1160	Price	a	fogg.. worth of mony
1161	Packaging	a	1 package damaged receive.....
1162	Delivery	a	Very nice .I got it right time.
1163	Delivery	a	very good delivery.. thanks ekart..
1164	Price	a	Happy with the price, hopefully it will suit me!!!
1165	Delivery	a	u will happy with this product .. pure and fast delivery..
